                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 4.4027,                 6.8329,                 4.9837,                      0,                      0,                      0,                      0,                 4.8511,                 4.9425,                 4.1596,                      0,                      0,                      0
